research,evaluator,criteria,middle_rating,lower_CI,upper_CI,confidence_level,row_created_date
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,journal_predict,4.6,4.1,5.0,,2024-07-09T10:15:22.364-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,open_sci,88,82,95,,2024-07-09T10:15:16.763-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,gp_relevance,92,82,100,,2024-07-09T10:15:14.640-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,real_world,86,79,93,,2024-07-09T10:15:12.734-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,logic_comms,79,69,89,,2024-07-09T10:15:10.113-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,methods,90,83,97,,2024-07-09T10:15:07.731-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,adv_knowledge,90,80,100,,2024-07-09T10:15:04.877-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,journal_predict,4,3.5,4.5,,2024-07-09T10:14:23.858-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,gp_relevance,85,80,90,,2024-07-09T10:14:04.153-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,real_world,83,76,90,,2024-07-09T10:13:47.134-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,open_sci,35,20,50,,2024-07-09T10:13:31.102-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,logic_comms,77,74,80,,2024-07-09T10:13:01.206-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,methods,75,68,82,,2024-07-09T10:12:35.779-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,adv_knowledge,83,76,90,,2024-07-09T10:12:02.995-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,journal_predict,4,25,5.0,,2024-07-09T10:10:18.290-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,gp_relevance,70,45,90,,2024-07-09T10:09:46.429-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,real_world,87,74,98,,2024-07-09T10:08:46.641-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,open_sci,30,10,75,,2024-07-09T10:08:29.185-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,logic_comms,76,40,91,,2024-07-09T10:08:08.551-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,methods,85,63,95,,2024-07-09T10:07:45.294-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,adv_knowledge,85,65,95,,2024-07-09T10:03:28.726-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,journal_predict,4.7,4,5.0,,2024-07-09T10:03:03.440-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,gp_relevance,60,40,80,,2024-07-09T10:02:52.960-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,real_world,90,80,100,,2024-07-09T10:02:43.447-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,open_sci,90,80,100,,2024-07-09T10:02:27.832-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,logic_comms,80,70,90,,2024-07-09T10:01:22.318-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,methods,95,90,100,,2024-07-09T10:01:21.631-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,adv_knowledge,93,70,100,,2024-07-09T10:00:58.741-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,journal_predict,4.4,4,4.9,,2024-07-09T09:56:17.545-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,merits_journal,3.7,3.3,4.1,,2024-07-09T09:56:03.055-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,gp_relevance,10,1,20,,2024-07-09T09:55:36.853-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,real_world,24,17,32,,2024-07-09T09:55:09.218-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,open_sci,97,93,100,,2024-07-09T09:54:56.716-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,logic_comms,70,66,74,,2024-07-09T09:47:42.830-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,methods,75,66,84,,2024-07-09T09:47:41.734-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,adv_knowledge,50,45,55,,2024-07-09T09:47:37.241-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,gp_relevance,15,10,20,,2024-07-09T09:44:48.684-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,real_world,15,10,20,,2024-07-09T09:44:28.792-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,open_sci,95,90,100,,2024-07-09T09:40:15.010-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,logic_comms,85,75,90,,2024-07-09T09:39:58.765-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,methods,80,50,90,,2024-07-09T09:39:28.493-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,adv_knowledge,15,10,20,,2024-07-09T09:38:55.700-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,merits_journal,4,,,4,2024-07-02T12:13:44.740-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,overall,75,70,84,,2024-07-02T12:13:44.740-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,overall,40,20,60,,2024-07-02T12:07:14.199-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Richard Bruns,merits_journal,2,1,3,,2024-07-02T12:06:30.154-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,overall,85,80,90,,2024-07-02T11:43:29.513-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Anon. evaluator 2 1,merits_journal,4,,,85,2024-07-02T11:43:29.513-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,merits_journal,4,3,5,,2024-07-02T11:43:01.638-04:00
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Karthik Tadepalli,overall,90,75,95,,2024-07-02T11:42:45.337-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Max Meier,overall,40,10,60,,2024-07-02T11:26:39.499-04:00
Replicability & Generalisability:  A Guide to CEA discounts,Anon. evaluator 1,overall,25,0,50,,2024-07-02T11:12:03.805-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,overall,85,65,95,,2024-07-02T11:04:15.956-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 2 1,merits_journal,4,2.5,5.0,,2024-07-02T11:04:15.956-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,merits_journal,4.7,4,5.0,,2024-07-02T11:04:12.957-04:00
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,Anon. evaluator 1,overall,83,93,100,,2024-07-02T11:03:35.004-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,overall,92,81,100,,2024-07-02T11:00:22.222-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 2 1,merits_journal,4.7,4.4,5.0,,2024-07-02T11:00:22.222-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,merits_journal,4,3.5,4.5,,2024-07-02T10:59:25.084-04:00
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",Anon. evaluator 1,overall,77,70,84,,2024-07-02T10:58:48.920-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,merits_journal,4,4,5.0,,2024-07-02T10:57:18.627-04:00
When do Nudges Increase Welfare?,Anon. evaluator 2 1,overall,86,76,96,,2024-07-02T10:55:58.459-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,journal_predict,4,3.5,4.2,,2024-07-02T10:55:55.132-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,merits_journal,2.5,2,3,,2024-07-02T10:52:45.349-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,merits_journal,4.7,4,5,,2024-07-02T10:52:45.349-04:00
Legalizing Entrepreneurship,Anon. evaluation 2,overall,90,85,97,,2024-07-02T10:52:17.497-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,merits_journal,3.5,3,4,,2024-07-02T10:44:27.689-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 2 1,overall,75,60,90,,2024-07-02T10:44:03.541-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,merits_journal,4.5,4,5,,2024-07-02T10:44:00.610-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,merits_journal,2.5,1,3,,2024-07-02T10:33:16.059-04:00
Effects of Emigration on Rural Labor Markets,Frank Gyimah Sackey,overall,70,50,78,,2024-07-02T10:31:51.539-04:00
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,Anon. evaluator 1,overall,75,70,85,,2024-06-25T08:51:24.655-04:00
When do Nudges Increase Welfare?,Anon. evaluator 1,overall,85,70,95,,2024-06-25T08:51:03.721-04:00
Legalizing Entrepreneurship,Anon. evaluation 1,overall,60,50,70,,2024-06-25T08:50:34.139-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,overall,60,50,70,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,adv_knowledge,60,50,70,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,methods,50,40,60,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,logic_comms,60,50,70,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,open_sci,60,50,70,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,real_world,60,50,70,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,gp_relevance,80,70,90,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,merits_journal,3,2.5,3.5,,2024-06-07T17:12:14.230-04:00
Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,Tim Colbourn,journal_predict,3,2.5,3.5,,2024-06-07T17:12:14.230-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,adv_knowledge,80,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,methods,50,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,logic_comms,70,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,real_world,90,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,gp_relevance,65,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,journal_predict,2.5,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,open_sci,50,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,merits_journal,3,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Liew Jia Huan,overall,75,,,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,adv_knowledge,70,55,75,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,methods,60,55,70,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,logic_comms,55,50,65,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,real_world,55,45,75,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,gp_relevance,80,70,90,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,journal_predict,3.6,2.8,4,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,open_sci,45,30,60,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,merits_journal,3.8,3,4.1,,2024-06-07T16:40:59.270-04:00
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,Anonymous_2,overall,65,55,74,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,adv_knowledge,80,70,90,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,methods,70,50,90,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,logic_comms,85,65,95,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,real_world,,,,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,gp_relevance,85,70,90,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,journal_predict,3.5,3,5,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,open_sci,73,50,95,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,merits_journal,4,3,5,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Anca Hanea,overall,80,60,90,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,adv_knowledge,65,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,methods,60,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,logic_comms,75,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,real_world,75,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,gp_relevance,75,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,journal_predict,,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,open_sci,50,,,,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,merits_journal,4,,,4,2024-06-07T16:40:59.270-04:00
Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 1,overall,75,,,4,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,adv_knowledge,30,20,60,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,methods,50,40,60,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,logic_comms,60,40,75,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,real_world,,,,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,gp_relevance,90,60,95,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,journal_predict,2,1,2,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,open_sci,70,40,75,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,merits_journal,2,1,2,,2024-06-07T16:40:59.270-04:00
Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Alex Bates,overall,40,20,60,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,adv_knowledge,90,85,95,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,methods,80,70,90,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,logic_comms,80,75,85,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,real_world,90,85,95,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,gp_relevance,90,85,95,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,journal_predict,4.8,4,5,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,open_sci,70,60,80,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,merits_journal,4.8,4.5,5,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Robert Kubinec,overall,90,85,95,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,adv_knowledge,25,20,40,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,methods,95,85,97.5,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,logic_comms,75,60,90,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,real_world,,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,gp_relevance,60,40,75,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,journal_predict,3,2.5,4.5,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,open_sci,,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,merits_journal,,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,David Manheim,overall,80,70,90,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,adv_knowledge,70,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,methods,80,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,logic_comms,70,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,real_world,90,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,gp_relevance,80,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,journal_predict,3,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,open_sci,70,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,merits_journal,3,,,,2024-06-07T16:40:59.270-04:00
Banning wildlife trade can boost demand for unregulated threatened species,Anonymous_8,overall,75,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,adv_knowledge,90,70,100,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,methods,70,50,90,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,logic_comms,70,50,90,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,real_world,90,70,100,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,gp_relevance,90,70,100,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,journal_predict,5,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,open_sci,50,30,70,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,merits_journal,5,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Joel Tan,overall,79,59,94,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,adv_knowledge,76,68,83,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,methods,72,63,81,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,logic_comms,67,62,78,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,real_world,91,78,94,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,gp_relevance,92,82,95,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,journal_predict,4.6,3.5,5,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,open_sci,48,42,68,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,merits_journal,4.3,3.7,4.8,,2024-06-07T16:40:59.270-04:00
Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Anonymous_10,overall,80,71,86,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,adv_knowledge,90,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,methods,75,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,logic_comms,80,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,real_world,95,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,gp_relevance,95,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,journal_predict,4,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,open_sci,90,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,merits_journal,4,,,,2024-06-07T16:40:59.270-04:00
The Environmental Effects of Economic Production: Evidence from Ecological Observations,Elias Cisneros,overall,88,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,adv_knowledge,90,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,methods,80,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,logic_comms,80,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,real_world,,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,gp_relevance,95,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,journal_predict,4,,,,2024-06-07T16:40:59.270-04:00
Advance Market Commitments: Insights from Theory and Experience,Dan Tortorice,open_sci,90,,,,2024-06-07T16:40:59.270-04:00
